metric,control_rate,treatment_rate,difference,ci_low,ci_high,relative_change,p_value
retention_7,0.19020134228187918,0.18200004396667327,-0.008201298315205913,-0.013281552418885545,-0.0031210442115262808,-0.043119034896460164,0.001554249975614329
retention_1,0.4481879194630872,0.44228274967574577,-0.005905169787341458,-0.012392439449445217,0.0005820998747623016,-0.01317565585974659,0.07440965529691913
