word,count_hi,count_lo,log_odds
creamy,99,10,0.2757702016533088
he's,90,9,0.2767697019863906
lunch,2625,287,0.2787518631903829
disappointed,519,56,0.2792728322045104
friend,218,23,0.2795131879321424
moved,109,11,0.2840690044680034
return,256,27,0.2853668631836026
forward,100,10,0.2857205325064758
potatoes,247,26,0.2860871686242401
restaurant,1903,206,0.2874887105495283
start,266,28,0.2884481168773618
joint,313,33,0.2915277497556783
loves,110,11,0.29311883998792077
larger,73,7,0.29311883998792077
spicy,1085,116,0.29657785415971194
grilled,482,51,0.2972682235347319
can't,1404,150,0.2990080334165084
turkey,232,24,0.3006579171610877
selections,83,8,0.302087509970681
peppers,130,13,0.30463528204948
choose,205,21,0.30532900389485285
makes,430,45,0.30596198207824
glass,168,17,0.30802224549049484
life,337,35,0.3080222454904957
prime,93,9,0.3092049777395438
freshly,112,11,0.31097645738792856
fun,659,69,0.3122398814346994
tofu,207,21,0.3149909148065895
home,898,94,0.31590143133466686
enjoy,529,55,0.31602060427460543
cinnamon,179,18,0.3170131601873578
disappoint,94,9,0.31978708707008074
gravy,170,17,0.3197870870700825
beers,228,23,0.3241634616698814
back,3743,391,0.32514328627060696
early,651,67,0.32903214521413293
food,20033,2087,0.3297194486327668
checking,95,9,0.33025838693737697
wife,172,17,0.33141512506520066
diner,115,11,0.33717882978195135
treat,212,21,0.33874500081469705
pho,493,50,0.33920517292718344
interesting,125,12,0.33982783795352844
made,1250,128,0.34038139456882543
split,96,9,0.3406211739729237
bon,106,10,0.34342885012712365
dark,106,10,0.34342885012712365
onions,194,19,0.34576257347334227
follow,77,7,0.34576257347334227
course,233,23,0.34576257347334405
everyday,165,16,0.34726973276391426
entire,126,12,0.34773301746064256
unbelievable,87,8,0.3486075256055745
cookie,146,14,0.35087767414011317
specials,715,72,0.35171601427584154
rest,107,10,0.3527312427894369
birthday,225,22,0.3535360718067242
far,638,64,0.35401247294548455
sauces,235,23,0.35427326314125196
yay,127,12,0.35557619492166737
mmmm,157,15,0.3585015992507721
sunday,582,58,0.35914503090836014
decor,227,22,0.36234670148887815
cannot,118,11,0.3627121317871165
omg,456,45,0.3645372828686968
summer,178,17,0.3655093364081772
i'll,378,37,0.3684453338196283
place,12631,1263,0.3704472696922627
spinach,189,18,0.37108038145763267
burritos,240,23,0.37523839160629713
street,431,42,0.37572076101413465
liked,150,14,0.37772492417630055
noodles,251,24,0.37904855110681
neighborhood,211,20,0.3805591254121765
cooking,100,9,0.38103071231079966
blueberry,100,9,0.38103071231079966
little,1575,155,0.38128455163187436
totally,262,25,0.3825527826198698
find,698,68,0.38403952610013814
bean,151,14,0.3843256082076536
pancakes,315,30,0.3902502975653519
prices,1378,134,0.3923343878184591
lemonade,194,18,0.3970558678608942
sweet,985,95,0.3978034515983859
first,1561,151,0.39833709801694184
live,390,37,0.39961668872256784
sooo,174,16,0.40006791833088506
thumbs,102,9,0.4006391836991767
opening,339,32,0.40093334460731445
toronto,123,11,0.4038702042806239
tried,693,66,0.40627462957942484
visit,528,50,0.40765808759756084
blt,82,7,0.4078943545803497
sprouts,82,7,0.4078943545803497
thick,82,7,0.4078943545803497
good,13994,1345,0.41005818020846796
middle,124,11,0.41190237597788837
restaurants,239,22,0.4136399958764283
salads,281,26,0.4145654933973715
words,135,12,0.41620081673810283
fish,1032,97,0.42375027891265393
heat,115,10,0.4241902067715806
heart,94,8,0.4251476027279075
mmm,158,14,0.4293492895816087
calamari,116,10,0.4327739504629733
pancake,95,8,0.43561890259520375
shrimp,650,60,0.43613106649884514
salad,1699,158,0.4379746162876632
freshest,74,6,0.4400732529445843
key,74,6,0.4400732529445843
baked,279,25,0.4451883536113552
july,96,8,0.44598168963075047
choices,248,22,0.45045396899914536
butter,324,29,0.45112308913116905
small,1181,108,0.4521106042004863
music,531,48,0.45331847969460526
fajitas,75,6,0.45331847969460526
veggies,162,14,0.4541952881681386
guacamole,97,8,0.45623818979793995
roll,599,54,0.4580917584472628
mondays,141,12,0.4593729886033113
rolls,571,51,0.46639056126195744
friends,451,40,0.46860540159151043
we'll,154,13,0.4728630757675756
concept,121,10,0.47462106039847285
coffee,2500,224,0.47684081713678594
reminds,88,7,0.4776901165158911
eaten,189,16,0.4823060165678559
ham,122,10,0.48278437103763494
protein,111,9,0.4844090667646359
pop,167,14,0.4844090667646359
beans,314,27,0.4888634171140165
entree,123,10,0.49088158127025316
share,225,19,0.4932980141818817
regret,146,12,0.4939785177807874
huge,645,56,0.4962435244116392
super,1949,171,0.49658546320792585
pleasant,158,13,0.49834216106856033
rice,1001,87,0.5009117556301907
packed,261,22,0.5013455762955346
north,136,11,0.5035695645037119
build,79,6,0.5046117740821554
panini,125,10,0.5068819226166941
potato,378,32,0.5095239320795342
tortillas,114,9,0.5108423238327902
christmas,91,7,0.5108423238327919
real,564,48,0.5135007214994012
true,149,12,0.5141812250983069
anniversary,80,6,0.5170342940807124
missed,80,6,0.5170342940807124
meat,998,85,0.5209027708586325
kick,92,7,0.5216532399370077
soft,244,20,0.5252310612848916
hash,186,15,0.527015183078392
outdoor,151,12,0.5274264518483278
mango,280,23,0.5287961274493878
decide,81,6,0.5293043866725267
accommodating,93,7,0.5323485290537544
appetizers,152,12,0.5339838523944866
worth,1695,143,0.5347098052394355
island,129,10,0.5381344661207983
fried,1004,84,0.5385868524664472
sides,177,14,0.5422286376534622
eggs,403,33,0.5435496418085748
pot,215,17,0.5534019382515876
seasoned,95,7,0.5534019382515876
chocolate,576,47,0.555136544063795
bread,1010,83,0.556373708640745
opens,84,6,0.5652363958985909
boy,133,10,0.5684398156161272
pineapple,133,10,0.5684398156161272
nom,194,15,0.5689061247875529
family,819,66,0.5731070093309194
options,653,52,0.5813107263686632
generous,172,13,0.5827295533461072
monday,333,26,0.5837994154359585
support,123,9,0.586191761074577
rocks,210,16,0.5871400778834364
weather,86,6,0.5884932580628579
world,273,21,0.5905809414933412
plates,136,10,0.5905809414933412
menu,2622,209,0.5934617376129916
space,225,17,0.5986585298397085
patio,452,35,0.6008684754905111
top,553,43,0.6014703412926101
crispy,365,28,0.6038327918784789
favourite,100,7,0.6041742636250103
meet,101,7,0.614026560068023
tender,203,15,0.614026560068023
soup,1109,86,0.6147024641153838
combination,76,5,0.6205412410892155
pig,76,5,0.6205412410892155
southern,89,6,0.6223948097385392
chicago,102,7,0.6237827350133873
veggie,386,29,0.6257225998312128
chill,154,11,0.6270137555948345
pan,245,18,0.6293878452295099
selection,738,56,0.6307419415772388
garlic,531,40,0.6315667111009242
miso,129,9,0.6334446459251222
bone,129,9,0.6334446459251222
bottles,77,5,0.6334446459251222
balls,77,5,0.6334446459251222
week,545,41,0.6334446459251231
welcome,142,10,0.633444645925124
melt,156,11,0.6398344440238954
seating,536,40,0.6409213162681437
scottsdale,131,9,0.6487121180559114
we've,105,7,0.6524928408958175
fave,158,11,0.6524928408958193
tasting,332,24,0.6577619535758306
groups,79,5,0.6587624539094126
healthy,560,41,0.6605465757029148
shopping,93,6,0.6658799216782771
seats,120,8,0.667061256724109
est,120,8,0.667061256724109
club,255,18,0.6692337537767097
owner,771,56,0.6744285706538129
soon,446,32,0.6745463216106762
center,94,6,0.6764620310088141
appetite,94,6,0.6764620310088141
croissant,162,11,0.6773388394823492
variety,325,23,0.6773388394823501
absolutely,692,50,0.6776996549291647
ingredients,312,22,0.6792042630745909
strong,108,7,0.6804016290128949
friendly,4256,311,0.6818120664822569
bottle,163,11,0.6834550664997856
specialty,95,6,0.6869333308761103
lime,82,5,0.6955764270321296
eye,96,6,0.697296117911657
eastern,96,6,0.697296117911657
vietnamese,124,8,0.6995844484296683
filet,124,8,0.6995844484296683
goodness,139,9,0.7075526180788447
philly,139,9,0.7075526180788447
helpful,294,20,0.7109482070799844
pad,238,16,0.7117454963388816
simple,309,21,0.7140251325844629
sooooo,126,8,0.7154577975859588
alcohol,98,6,0.7177049895428631
meatballs,98,6,0.7177049895428631
weekly,84,5,0.719387075725848
satisfied,84,5,0.719387075725848
pulled,184,12,0.7239017560803749
truly,142,9,0.7287548257294478
john,85,5,0.7310831154890387
easily,100,6,0.737705656249533
mom,158,10,0.7395042178854485
portions,900,61,0.7448661610268337
treats,101,6,0.7475579526925458
tea,1302,88,0.7522834958562923
cool,718,48,0.7545363480740068
city,293,19,0.7563427822482769
weekends,221,14,0.7631224692336556
level,177,11,0.7653721889676728
fresh,3430,230,0.7666846208002429
weekend,238,15,0.7723701181553171
trip,239,15,0.7765454895657964
ginger,119,7,0.7765454895657964
roast,329,21,0.7765454895657973
feels,104,6,0.7765454895657982
addition,104,6,0.7765454895657982
beef,1140,75,0.7774222980393315
rib,195,12,0.7816605902325691
attentive,271,17,0.7839255968634191
dogs,362,23,0.7848442923804928
stone,90,5,0.7875953257523811
hands,515,33,0.7882415293289879
yelp,791,51,0.7918129616965857
house,580,37,0.7956598855891128
traditional,152,9,0.7963481168619762
juicy,137,8,0.7985243962845718
pumpkin,229,14,0.7985243962845718
recommend,1502,97,0.7987461995459899
glad,245,15,0.8012381021561685
charlotte,199,12,0.8018632975500886
spice,185,11,0.8093353123887894
maple,108,6,0.8139330216374177
sold,93,5,0.8200306015055343
soooo,203,12,0.8216659248462683
acai,78,4,0.8285052284965069
mix,173,10,0.8296553148797461
owners,379,23,0.8306127108360739
tasty,1569,98,0.8322063366713506
waffle,190,11,0.8358620667222176
rock,143,8,0.8410840107033675
filling,176,10,0.8467497482390449
scallops,112,6,0.849972958120615
steaks,80,4,0.8535065307019245
amount,145,8,0.854877332835704
soups,145,8,0.854877332835704
mexican,732,44,0.8589785005799184
sandwiches,1046,63,0.8632964159744514
red,507,30,0.8649895315569225
flavor,739,44,0.8684829848914823
comfortable,98,5,0.8718556693701203
list,198,11,0.87689346340008
pour,182,10,0.8800861685066383
shop,516,30,0.8825509584868696
sake,150,8,0.888550547942291
bento,83,4,0.8898741748727996
tacos,1988,117,0.8931979428518941
cakes,168,9,0.8958089103926135
yum,1455,84,0.9092922607299023
daily,376,21,0.9096980225532816
sundays,223,12,0.9151919828570918
chorizo,120,6,0.9183756850050155
excited,172,9,0.9192017899673193
killer,103,5,0.9211267183769039
reasonably,155,8,0.9211267183769039
sushi,1759,100,0.9264438596545252
ribs,365,20,0.926606184141531
juice,279,15,0.9306961693930553
yummy,2056,116,0.935325243318788
reasonable,439,24,0.9363941905076931
jerk,140,7,0.9378136371619199
muffins,105,5,0.9401749133475974
banana,442,24,0.9431892336405223
french,513,28,0.9434227239322777
owned,212,11,0.9448808043850132
henderson,88,4,0.9476937457616259
seasonal,88,4,0.9476937457616259
catfish,106,5,0.949564653697438
presentation,106,5,0.949564653697438
facebook,106,5,0.949564653697438
appetizer,231,12,0.9502833026683604
hookah,124,6,0.9508988767105748
las,554,30,0.9534761977248749
soo,89,4,0.9588670463597513
meatball,107,5,0.9588670463597513
wasabi,107,5,0.9588670463597513
jalape,179,9,0.9588670463597513
love,7416,411,0.9590018808506189
enjoyed,343,18,0.9646979666705455
beautiful,289,15,0.9657874892043257
sea,144,7,0.9657874892043257
portion,291,15,0.9726603684920878
mushroom,145,7,0.9726603684920878
deli,164,8,0.977216185027947
board,146,7,0.9794863335624875
pita,275,14,0.9808459530785267
visiting,91,4,0.9808459530785267
omelet,128,6,0.9823975437699453
omelette,165,8,0.9832584994839113
seafood,332,17,0.9862660205478662
strip,370,19,0.9889650775170304
complimentary,92,4,0.9916568691827425
dog,543,28,1.0001487053330553
goat,93,4,1.0023521582994892
wall,206,10,1.0033188089305867
mediterranean,112,5,1.0041236379478722
waffles,263,13,1.0053870619946448
tomato,266,13,1.0166866172485776
comfort,133,6,1.0204249393591844
tempura,114,5,1.0216679475987807
cafe,347,17,1.0303260103418959
bbq,1187,60,1.037647924212866
disappoints,77,3,1.0389097540332877
bakery,155,7,1.0389097540332877
secret,175,8,1.04175470616552
dishes,494,24,1.054177226164077
try,5368,270,1.054773418006456
montreal,138,6,1.0570590725389657
perfect,1052,52,1.0576018870454407
platter,158,7,1.057957949003983
ale,79,3,1.064227562017578
chowder,80,3,1.076650082016135
arizona,161,7,1.076650082016135
perfection,162,7,1.082803947590513
everything,2263,110,1.0838535264743259
date,286,13,1.0889201746079493
fav,246,11,1.0929769753035643
cocktail,144,6,1.0993188818288484
roasted,187,8,1.107712673957316
great,21660,1034,1.109607270305096
advance,104,4,1.1130177261870102
broth,104,4,1.1130177261870102
perfectly,170,7,1.1307173032864117
inexpensive,106,4,1.131886210491393
pork,1005,46,1.132085037413212
solid,192,8,1.1339609000322532
plate,428,19,1.1342199338376124
cucumber,85,3,1.1365482235972042
pittsburgh,129,5,1.1442702696911127
kimchi,108,4,1.1504052582586297
wrapped,131,5,1.159537741821902
period,153,6,1.1595377418219037
mouth,242,10,1.1636614590057652
favorites,154,6,1.166010256327521
dip,177,7,1.1708372970758365
town,1668,74,1.1709870985891113
bowls,155,6,1.1724411466578104
nut,200,8,1.1745756191864434
indian,290,12,1.1768691981735433
pasta,336,14,1.1805280177137387
bomb,1011,44,1.1815166485406774
salmon,382,16,1.1833169335880163
cuisine,157,6,1.1851801724352402
corn,316,13,1.188339732725609
stuffed,250,10,1.1960529547970005
spot,1851,80,1.1980675489972725
local,595,25,1.200639417507455
oysters,206,8,1.2039895043927373
les,138,5,1.2112097523662229
udon,92,3,1.2148004204969531
pesto,116,4,1.2212313108272426
vegetarian,376,15,1.228151753671816
recommended,426,17,1.2349075437960462
italian,645,26,1.2434579262418604
shawarma,217,8,1.2557657739164565
environment,290,11,1.2569119058470797
vegas,1875,76,1.2615869961760735
notch,170,6,1.2642486959109345
cake,467,18,1.2725246052147936
green,738,29,1.2725958277496332
mint,98,3,1.2773207774782858
truffle,98,3,1.2773207774782858
organic,123,4,1.2793389416345224
feta,99,3,1.2873711133317887
awesome,5109,203,1.28932997781712
refreshing,175,6,1.2930691344464265
market,150,5,1.2940156560504548
thai,884,34,1.298734871982103
coconut,253,9,1.3032444624880775
cute,511,19,1.3110876399491032
best,10548,408,1.3185664801025938
donut,155,5,1.3265918264850676
avocado,261,9,1.3342546992306374
def,131,4,1.3418592986158568
must,2059,77,1.3422477235576222
style,713,26,1.3435413847988427
amazingly,106,3,1.3550297618056035
simply,294,10,1.3575753720050363
gluten,403,14,1.3618599653225267
sashimi,215,7,1.3643321544679168
welcoming,162,5,1.3704860200422928
california,108,3,1.3735488095728403
oyster,81,2,1.3766022470597292
crab,382,13,1.3774729480289745
milk,526,18,1.3912568578385098
valley,307,10,1.400699798638791
spots,140,4,1.4078172664076547
cleveland,140,4,1.4078172664076547
heaven,226,7,1.4140037642651535
legit,173,5,1.4357911184500605
samples,86,2,1.4357911184500605
dessert,610,20,1.4390698099117598
japanese,351,11,1.4472198142736845
ramen,234,7,1.4486392609279104
definitely,1945,65,1.452371809183112
lemon,236,7,1.457113887918883
smoked,177,5,1.4585193695276164
favorite,2254,75,1.4586672001140348
tuna,385,12,1.4593833004668824
peach,149,4,1.4696926701257418
pastry,90,2,1.4807425063123265
setting,90,2,1.4807425063123265
grits,91,2,1.4916715768445172
craft,91,2,1.4916715768445172
truck,154,4,1.502482492948733
affordable,280,8,1.509625380461113
lobster,280,8,1.509625380461113
knots,124,3,1.5105146646459975
muffin,249,7,1.5105146646459975
pastrami,93,2,1.5131777820654797
moist,93,2,1.5131777820654797
desserts,250,7,1.514506685915535
sample,125,3,1.518482834295174
donuts,473,14,1.5216524090564532
chef,537,16,1.523140504569155
ambience,192,5,1.539426008140417
flavors,456,13,1.554121349742533
die,530,15,1.570668587465745
phoenix,432,12,1.574283659004541
terrific,100,2,1.5850035166367356
cozy,235,6,1.5864169444338838
chefs,101,2,1.5948558130797483
mimosas,101,2,1.5948558130797483
asada,344,9,1.6094546125009002
atmosphere,1796,51,1.611125456665718
delish,528,14,1.6314335192196765
fabulous,320,8,1.6427118342573834
carne,363,9,1.6630640631062814
lovely,254,6,1.6638486845667
casual,145,3,1.6658075490520332
meats,219,5,1.6703633655878924
chile,110,2,1.6794132011078098
naan,110,2,1.6794132011078098
basil,112,2,1.6972708185078176
reservations,303,7,1.7060814481899724
toast,382,9,1.7139451846501865
popular,115,2,1.7234731909018404
downtown,154,3,1.7256260442629436
hawaiian,274,6,1.739356237074845
delightful,79,1,1.7573747425775235
excellent,3395,81,1.792129588630572
brew,166,3,1.8001947397604514
horchata,83,1,1.8061649067469556
san,84,1,1.817999364393959
loved,1030,23,1.8287259421326016
almond,257,5,1.8296954041571487
juices,85,1,1.8296954041571496
highly,955,21,1.8402107481566725
chai,173,3,1.841256226558226
croissants,87,1,1.8526849223818491
vibes,87,1,1.8526849223818491
ceviche,89,1,1.8751577782339073
flavorful,270,5,1.8788546401152315
vibe,271,5,1.8825378855315282
korean,504,10,1.8951584449405763
animal,137,2,1.897136684952681
benedict,184,3,1.9025567524220204
cocktails,184,3,1.9025567524220204
gras,92,1,1.9079476010568985
delicious,6330,135,1.9090538832716613
phenomenal,232,4,1.9100958295951873
relaxing,95,1,1.9396962993714784
soy,145,2,1.9534896215038131
falafel,243,4,1.9562256013226875
kabob,97,1,1.9603155865742146
quaint,98,1,1.9704679580382312
wonderful,997,19,1.9785162912210588
sangria,205,3,2.010077096133278
brunch,628,11,2.027719895376028
cappuccino,104,1,2.029308458061166
superb,161,2,2.0574793350278604
hype,107,1,2.057479335027862
latte,441,7,2.0803636288614493
eggplant,112,1,2.102735926615983
brisket,339,5,2.105681436845738
chopped,113,1,2.111546556298137
amazing,7139,123,2.1216817781921806
gyros,287,4,2.1220178561654315
fantastic,1337,22,2.1319323132226113
curry,701,11,2.1375220427013986
hidden,412,6,2.1460327323693065
authentic,947,15,2.1502610684788275
greek,555,8,2.19203900537795
boba,308,4,2.1923986529272312
wine,865,13,2.193322867410764
espresso,186,2,2.2009916166500627
hummus,374,5,2.203661845205942
ahi,125,1,2.2116300148551193
creative,126,1,2.2195351943622335
homemade,446,6,2.2251437340218425
belly,257,3,2.235160512265314
lamb,325,4,2.245954757396194
corned,138,1,2.3098220410343338
ambiance,348,4,2.3141292982319133
taro,140,1,2.3241079982818107
incredible,423,5,2.326469274467489
reservation,287,3,2.345161407479642
pudding,144,1,2.3520818503242165
uni,148,1,2.3792944138491006
pastor,152,1,2.4057860292960775
crepe,311,3,2.4252041151531794
exceptional,157,1,2.4379431409306083
unique,326,3,2.4721610982409503
ono,85,0,2.522842584717095
empanadas,86,0,2.5344034071181714
arepas,87,0,2.5458321029417945
quiche,87,0,2.5458321029417945
fusion,176,1,2.55149784047747
outstanding,447,4,2.563850608444471
vegan,993,10,2.5723372223217904
gyro,457,4,2.5859265601436707
foie,91,0,2.590283865512628
crepes,370,3,2.598402989951132
gumbo,93,0,2.6117900707335906
pasty,93,0,2.6117900707335906
gem,470,4,2.613915470045904
poke,383,3,2.6328434799314238
torta,95,0,2.6328434799314238
pastries,198,1,2.6686529326281345
goods,100,0,2.6836158053048464
savory,108,0,2.759843170692731
art,109,0,2.7689756542560033
omakase,115,0,2.8220854795699513
baklava,126,0,2.912682374922179
gelato,263,1,2.9512972110499582
byob,133,0,2.966335088414498
dates,139,0,3.0101377110728915
nutella,152,0,3.098933209856023
bulgogi,190,0,3.3207687165102175
katsu,200,0,3.3718001965226634
bruschetta,204,0,3.391505267601996
tapas,216,0,3.4483926420040465
